"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250114,2025-01-14,344605,CBT ,00,344 ,   50322,   12202,   11103,    1618,      65,      40,       0,    6203,   19754,   10058,   20166,    7692,       0,   50312,   50265,      10,      57,    6549,    4860,       0,       0,       0,       0,       0,    1839,    6197,       0,    -150,     352,       0,    6549,    6549,       0,       0,  100.0,   24.2,   22.1,    3.2,    0.1,    0.1,    0.0,   12.3,   39.3,   20.0,   40.1,   15.3,    0.0,  100.0,   99.9,    0.0,    0.1,     36,      5,.,.,.,.,      0,.,      9,.,      8,      8,      0,     19,     21,    57.1,    77.6,    80.3,    91.2,    43.8,    63.8,    64.0,    71.3,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250107,2025-01-07,344605,CBT ,00,344 ,   43773,    7342,   11103,    1618,      65,      40,       0,    4364,   13557,   10058,   20316,    7340,       0,   43763,   43716,      10,      57,   -3709,     180,     331,       0,       0,       0,       0,   -4264,   -3733,       0,     375,    -307,       0,   -3709,   -3709,       0,       0,  100.0,   16.8,   25.4,    3.7,    0.1,    0.1,    0.0,   10.0,   31.0,   23.0,   46.4,   16.8,    0.0,  100.0,   99.9,    0.0,    0.1,     35,      4,.,.,.,.,      0,.,      9,.,      8,      8,      0,     18,     21,    62.7,    74.3,    85.7,    90.0,    46.3,    57.8,    62.5,    67.0,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,133741,CME ,00,133 ,   38556,   15435,    3808,    1176,   11151,     512,     239,    2596,   25465,    2855,    1321,     986,    2297,   37070,   37338,    1486,    1218,    3085,    1076,     208,     -69,     805,     -15,     -15,   -1281,     252,     558,    -246,      -8,    2075,    2903,    2986,     182,      99,  100.0,   40.0,    9.9,    3.1,   28.9,    1.3,    0.6,    6.7,   66.0,    7.4,    3.4,    2.6,    6.0,   96.1,   96.8,    3.9,    3.2,    138,      8,     10,      6,     12,.,      5,     31,     53,     24,      9,     13,      4,     84,     93,    69.8,    23.6,    76.4,    42.0,    65.6,    19.9,    69.5,    36.9,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,133741,CME ,00,133 ,   35471,   14359,    3600,    1245,   10346,     527,     254,    3877,   25213,    2297,    1567,     994,     222,   34167,   34352,    1304,    1119,     392,    -289,     131,     132,     102,    -178,    -124,    -158,     -26,     728,     231,     -74,    -187,     435,     402,     -43,     -10,  100.0,   40.5,   10.1,    3.5,   29.2,    1.5,    0.7,   10.9,   71.1,    6.5,    4.4,    2.8,    0.6,   96.3,   96.8,    3.7,    3.2,    139,      8,     10,      7,     12,.,      4,     29,     55,     21,      9,     14,      5,     79,     97,    68.6,    23.4,    76.3,    42.2,    68.1,    21.0,    74.4,    39.0,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,133741,CME ,00,133 ,   35079,   14648,    3469,    1113,   10244,     705,     378,    4035,   25239,    1569,    1336,    1068,     409,   33732,   33950,    1347,    1129,    1186,     494,     481,     200,    -276,     -45,     164,     264,    1404,     -48,     439,   -1064,     -72,    1165,    1020,      21,     166,  100.0,   41.8,    9.9,    3.2,   29.2,    2.0,    1.1,   11.5,   71.9,    4.5,    3.8,    3.0,    1.2,   96.2,   96.8,    3.8,    3.2,    139,     10,      9,      4,     13,.,      5,     28,     52,     19,     10,     13,      5,     77,     95,    69.3,    23.7,    77.7,    42.8,    68.6,    21.9,    74.4,    40.1,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,133742,CME ,00,133 ,   28472,    1700,    3541,       0,    1613,      69,       0,    3840,   10858,    8463,    6310,    2954,     153,   22079,   26038,    6393,    2434,    -437,   -6490,     177,       0,     658,    -129,      -1,     778,   -4013,    3052,     802,     296,      46,   -1155,    -572,     718,     135,  100.0,    6.0,   12.4,    0.0,    5.7,    0.2,    0.0,   13.5,   38.1,   29.7,   22.2,   10.4,    0.5,   77.5,   91.5,   22.5,    8.5,    197,     10,.,      0,      8,.,      0,     25,     20,     11,     86,     45,      5,    138,     75,    34.5,    51.5,    43.7,    72.0,    10.8,    35.4,    18.7,    45.8,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,133742,CME ,00,133 ,   28909,    8190,    3364,       0,     955,     198,       1,    3062,   14871,    5411,    5508,    2658,     107,   23234,   26610,    5675,    2299,    1301,    2544,    2864,       0,   -1112,      21,       1,    -787,   -2361,     460,     -85,     177,     -18,    1003,    1144,     298,     157,  100.0,   28.3,   11.6,    0.0,    3.3,    0.7,    0.0,   10.6,   51.4,   18.7,   19.1,    9.2,    0.4,   80.4,   92.0,   19.6,    8.0,    177,      7,.,      0,      4,.,.,     22,     22,      7,     82,     36,.,    122,     66,    46.3,    60.8,    53.9,    74.1,    32.3,    43.5,    38.3,    55.4,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,133742,CME ,00,133 ,   27608,    5646,     500,       0,    2067,     177,       0,    3849,   17232,    4951,    5593,    2481,     125,   22231,   25466,    5377,    2142,    9221,    4013,   -1765,       0,    -117,       5,       0,    -352,    7231,    3357,    1693,     358,      40,    8634,    9226,     587,      -5,  100.0,   20.5,    1.8,    0.0,    7.5,    0.6,    0.0,   13.9,   62.4,   17.9,   20.3,    9.0,    0.5,   80.5,   92.2,   19.5,    7.8,    182,      8,.,      0,      4,.,      0,     24,     20,      8,     86,     36,      4,    127,     67,    34.1,    72.5,    48.2,    79.0,    29.3,    55.2,    35.0,    61.6,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",250121,2025-01-21,133LM1,FREX,00,133 ,   53579,       0,       0,       0,       0,       0,       0,    1208,   39756,       0,   47698,   11778,       0,   48906,   51534,    4673,    2045,     212,       0,       0,       0,       0,       0,       0,     518,    1834,       0,     481,   -1956,       0,     999,    -122,    -787,     334,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    2.3,   74.2,    0.0,   89.0,   22.0,    0.0,   91.3,   96.2,    8.7,    3.8,    316,      0,      0,      0,      0,      0,      0,      4,      6,      0,    222,     84,      0,    226,     90,    28.3,    75.2,    39.1,    80.3,    28.3,    75.2,    39.1,    80.3,"(1/100 X Bitcoin = $300)","133LM1","FREX","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",250114,2025-01-14,133LM1,FREX,00,133 ,   53367,       0,       0,       0,       0,       0,       0,     690,   37922,       0,   47217,   13734,       0,   47907,   51656,    5460,    1711,   -7676,       0,       0,       0,       0,       0,       0,     203,  -11073,       0,   -8071,    2985,       0,   -7868,   -8088,     192,     412,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    1.3,   71.1,    0.0,   88.5,   25.7,    0.0,   89.8,   96.8,   10.2,    3.2,    366,      0,      0,      0,      0,      0,      0,.,      9,      0,    260,     95,      0,    262,    104,    24.8,    70.3,    34.0,    77.1,    24.8,    70.3,    34.0,    77.1,"(1/100 X Bitcoin = $300)","133LM1","FREX","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",250107,2025-01-07,133LM1,FREX,00,133 ,   61043,       0,       0,       0,       0,       0,       0,     487,   48995,       0,   55288,   10749,       0,   55775,   59744,    5268,    1299,   11624,       0,       0,       0,       0,       0,       0,     -33,   11102,      -6,   11034,     400,       0,   10995,   11496,     629,     128,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.8,   80.3,    0.0,   90.6,   17.6,    0.0,   91.4,   97.9,    8.6,    2.1,    333,      0,      0,      0,      0,      0,      0,.,      7,      0,    269,     55,      0,    271,     62,    23.9,    77.3,    35.9,    86.5,    23.9,    77.3,    35.9,    86.5,"(1/100 X Bitcoin = $300)","133LM1","FREX","133 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,146021,CME ,00,146 ,   20128,   11677,    6338,     126,    3631,     154,     133,     775,    9104,     566,     395,    1234,    2008,   19311,   19663,     817,     465,    2701,    1415,      51,     -37,     323,     -47,     -20,     -93,    1402,    -229,    -293,      -2,    1538,    2604,    2656,      97,      45,  100.0,   58.0,   31.5,    0.6,   18.0,    0.8,    0.7,    3.9,   45.2,    2.8,    2.0,    6.1,   10.0,   95.9,   97.7,    4.1,    2.3,     76,      5,      7,.,      6,.,.,     15,     29,     12,      6,      6,.,     43,     51,    82.2,    40.9,    86.5,    61.0,    73.1,    35.4,    75.8,    51.0,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,146021,CME ,00,146 ,   17427,   10262,    6287,     163,    3308,     201,     153,     868,    7702,     795,     688,    1236,     470,   16707,   17007,     720,     420,    -599,    -517,      83,       8,      -6,    -106,     -30,    -998,     379,     610,     327,   -1583,      26,    -580,    -613,     -19,      14,  100.0,   58.9,   36.1,    0.9,   19.0,    1.2,    0.9,    5.0,   44.2,    4.6,    3.9,    7.1,    2.7,   95.9,   97.6,    4.1,    2.4,     74,      5,      8,.,      6,.,.,     12,     29,     10,      7,      5,.,     39,     52,    80.4,    39.2,    85.8,    58.4,    76.0,    39.2,    79.7,    56.8,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,146021,CME ,00,146 ,   18026,   10779,    6204,     155,    3314,     307,     183,    1866,    7323,     185,     361,    2819,     444,   17287,   17620,     739,     406,     586,      -7,     328,      65,    -365,     244,      72,     713,    1085,    -366,       1,   -1264,     403,     516,     567,      70,      19,  100.0,   59.8,   34.4,    0.9,   18.4,    1.7,    1.0,   10.4,   40.6,    1.0,    2.0,   15.6,    2.5,   95.9,   97.7,    4.1,    2.3,     75,      4,      8,.,      7,.,.,     14,     26,      5,      7,      6,.,     40,     48,    78.0,    42.3,    84.0,    64.6,    76.8,    41.2,    81.5,    62.1,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,146022,CME ,00,146 ,   85564,    2565,   40534,       9,    2358,    2182,     146,   46439,   33579,    6474,   25151,    2093,      75,   83217,   85092,    2347,     472,   22967,   -2355,    4463,       9,     631,    -206,    -128,   19102,   19560,    -584,    5958,     -67,      -5,   22628,   23042,     339,     -75,  100.0,    3.0,   47.4,    0.0,    2.8,    2.6,    0.2,   54.3,   39.2,    7.6,   29.4,    2.4,    0.1,   97.3,   99.4,    2.7,    0.6,    197,      4,.,.,      5,.,.,     17,     10,      7,    137,     20,.,    168,     40,    52.9,    85.7,    64.7,    92.8,    46.8,    82.5,    58.4,    87.5,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,146022,CME ,00,146 ,   62597,    4920,   36071,       0,    1727,    2388,     274,   27337,   14019,    7058,   19193,    2160,      80,   60589,   62050,    2008,     547,    8387,   -1431,    1693,       0,    -121,     -70,     128,    3639,    2754,    4657,    1418,    -989,      10,    8300,    8183,      87,     204,  100.0,    7.9,   57.6,    0.0,    2.8,    3.8,    0.4,   43.7,   22.4,   11.3,   30.7,    3.5,    0.1,   96.8,   99.1,    3.2,    0.9,    164,      5,.,      0,.,.,.,     20,     10,      7,     98,     24,.,    130,     46,    42.7,    83.6,    57.0,    92.4,    36.8,    80.0,    49.0,    83.8,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,146022,CME ,00,146 ,   54210,    6351,   34378,       0,    1848,    2458,     146,   23698,   11265,    2401,   17775,    3149,      70,   52289,   53867,    1921,     343,   -1118,    5354,    -370,    -663,     547,     921,       0,  -10789,   -2271,    2345,    1960,   -1049,      40,   -1206,   -1047,      88,     -71,  100.0,   11.7,   63.4,    0.0,    3.4,    4.5,    0.3,   43.7,   20.8,    4.4,   32.8,    5.8,    0.1,   96.5,   99.4,    3.5,    0.6,    165,      4,.,      0,      4,.,.,     16,     10,      6,    105,     22,.,    135,     39,    47.8,    83.7,    58.7,    92.7,    47.8,    80.6,    57.8,    89.1,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"NANO ETHER - LMX LABS LLC",250121,2025-01-21,146LM1,FREX,00,146 ,   66689,       0,       0,       0,       0,       0,       0,    1116,   58415,     852,   59802,    7012,       0,   61770,   66279,    4919,     410,    5173,       0,       0,       0,       0,       0,       0,    -195,    2706,     747,    4508,    1792,       0,    5060,    5245,     113,     -72,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    1.7,   87.6,    1.3,   89.7,   10.5,    0.0,   92.6,   99.4,    7.4,    0.6,    285,      0,      0,      0,      0,      0,      0,      4,      6,.,    253,     22,      0,    258,     28,    28.5,    85.4,    37.8,    92.5,    28.5,    85.4,    37.8,    92.1,"(0.1 Ether or 1/10 X$2,000 = $200)","146LM1","FREX","146 ","F85","FutOnly"
"NANO ETHER - LMX LABS LLC",250114,2025-01-14,146LM1,FREX,00,146 ,   61516,       0,       0,       0,       0,       0,       0,    1311,   55709,     105,   55294,    5220,       0,   56710,   61034,    4806,     482,    3050,       0,       0,       0,       0,       0,       0,    -953,    4465,     101,    3053,   -1501,       0,    2201,    3065,     849,     -15,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    2.1,   90.6,    0.2,   89.9,    8.5,    0.0,   92.2,   99.2,    7.8,    0.8,    288,      0,      0,      0,      0,      0,      0,      4,      7,.,    252,     25,      0,    257,     33,    30.3,    82.4,    40.2,    93.3,    30.3,    82.2,    40.2,    93.1,"(0.1 Ether or 1/10 X$2,000 = $200)","146LM1","FREX","146 ","F85","FutOnly"
"NANO ETHER - LMX LABS LLC",250107,2025-01-07,146LM1,FREX,00,146 ,   58466,       0,       0,       0,       0,       0,       0,    2264,   51244,       4,   52241,    6721,       0,   54509,   57969,    3957,     497,    7312,       0,       0,       0,       0,       0,       0,    1896,    6301,     -45,    5031,    1022,       0,    6882,    7278,     430,      34,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    3.9,   87.6,    0.0,   89.4,   11.5,    0.0,   93.2,   99.1,    6.8,    0.8,    267,      0,      0,      0,      0,      0,      0,      5,      5,.,    235,     22,      0,    241,     27,    29.1,    85.1,    39.6,    92.5,    29.1,    85.1,    39.6,    92.5,"(0.1 Ether or 1/10 X$2,000 = $200)","146LM1","FREX","146 ","F85","FutOnly"
"LITECOIN CASH - LMX LABS LLC",250121,2025-01-21,167LM0,FREX,00,167 ,    2266,       0,       0,       0,       0,       0,       0,     378,    1046,     235,    1170,     900,       0,    1783,    2181,     483,      85,     -68,       0,       0,       0,       0,       0,       0,    -236,    -358,     235,      -8,      61,       0,      -9,     -62,     -59,      -6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   16.7,   46.2,   10.4,   51.6,   39.7,    0.0,   78.7,   96.2,   21.3,    3.8,     33,      0,      0,      0,      0,      0,      0,.,.,.,     19,      9,      0,     23,     11,    36.8,    69.8,    54.7,    90.6,    32.0,    59.4,    46.5,    80.2,"(5 Litecoin X $85 = $425)","167LM0","FREX","167 ","F85","FutOnly"
"LITECOIN CASH - LMX LABS LLC",250114,2025-01-14,167LM0,FREX,00,167 ,    2334,       0,       0,       0,       0,       0,       0,     614,    1404,       0,    1178,     839,       0,    1792,    2243,     542,      91,     -45,       0,       0,       0,       0,       0,       0,    -286,    -530,       0,     204,     459,       0,     -82,     -71,      37,      26,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   26.3,   60.2,    0.0,   50.5,   35.9,    0.0,   76.8,   96.1,   23.2,    3.9,     28,      0,      0,      0,      0,      0,      0,.,.,      0,     16,      8,      0,     18,     10,    43.4,    72.8,    62.1,    91.9,    43.4,    72.8,    62.1,    91.9,"(5 Litecoin X $85 = $425)","167LM0","FREX","167 ","F85","FutOnly"
"LITECOIN CASH - LMX LABS LLC",250107,2025-01-07,167LM0,FREX,00,167 ,    2379,       0,       0,       0,       0,       0,       0,     900,    1934,       0,     974,     380,       0,    1874,    2314,     505,      65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   37.8,   81.3,    0.0,   40.9,   16.0,    0.0,   78.8,   97.3,   21.2,    2.7,     20,      0,      0,      0,      0,      0,      0,.,.,      0,     12,      4,      0,     14,      6,    54.6,    91.8,    69.7,    97.3,    54.6,    91.8,    69.7,    97.3,"(5 Litecoin X $85 = $425)","167LM0","FREX","167 ","F85","FutOnly"
"DOGECOIN - LMX LABS LLC",250121,2025-01-21,168DC1,FREX,00,168 ,    1739,       0,       0,       0,       0,       0,       0,       0,    1337,       0,     823,     247,       0,     823,    1584,     916,     155,     -96,       0,       0,       0,       0,       0,       0,       0,    -100,       0,     105,      66,       0,     105,     -34,    -201,     -62,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   76.9,    0.0,   47.3,   14.2,    0.0,   47.3,   91.1,   52.7,    8.9,     26,      0,      0,      0,      0,      0,      0,      0,.,      0,     20,      5,      0,     20,      6,    15.0,    87.8,    24.7,    91.1,    15.0,    87.8,    24.7,    91.1,"(5,000 Dogecoin X $0.12 = Contract $600)","168DC1","FREX","168 ","F85","FutOnly"
"DOGECOIN - LMX LABS LLC",250114,2025-01-14,168DC1,FREX,00,168 ,    1835,       0,       0,       0,       0,       0,       0,       0,    1437,       0,     718,     181,       0,     718,    1618,    1117,     217,     158,       0,       0,       0,       0,       0,       0,     -63,      51,       0,      70,      79,       0,       7,     130,     151,      28,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   78.3,    0.0,   39.1,    9.9,    0.0,   39.1,   88.2,   60.9,   11.8,     21,      0,      0,      0,      0,      0,      0,      0,.,      0,     16,      4,      0,     16,      5,    15.1,    86.8,    25.7,    88.2,    15.1,    86.8,    25.7,    88.2,"(5,000 Dogecoin X $0.12 = Contract $600)","168DC1","FREX","168 ","F85","FutOnly"
"DOGECOIN - LMX LABS LLC",250107,2025-01-07,168DC1,FREX,00,168 ,    1677,       0,       0,       0,       0,       0,       0,      63,    1386,       0,     648,     102,       0,     711,    1488,     966,     189,     308,       0,       0,       0,       0,       0,       0,     -17,     277,       0,      30,     -23,       0,      13,     254,     295,      54,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    3.8,   82.6,    0.0,   38.6,    6.1,    0.0,   42.4,   88.7,   57.6,   11.3,     20,      0,      0,      0,      0,      0,      0,.,.,      0,     14,.,      0,     15,      5,    16.7,    87.2,    29.7,    88.7,    16.7,    87.2,    29.7,    88.7,"(5,000 Dogecoin X $0.12 = Contract $600)","168DC1","FREX","168 ","F85","FutOnly"
"POLKADOT - LMX LABS LLC",250121,2025-01-21,169LM1,FREX,00,169 ,    1756,       0,       0,       0,       0,       0,       0,       0,    1387,       0,    1017,     282,       0,    1017,    1669,     739,      87,    -106,       0,       0,       0,       0,       0,       0,       0,     -64,       0,    -148,      -7,       0,    -148,     -71,      42,     -35,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   79.0,    0.0,   57.9,   16.1,    0.0,   57.9,   95.0,   42.1,    5.0,     29,      0,      0,      0,      0,      0,      0,      0,.,      0,     22,      5,      0,     22,      7,    17.0,    87.5,    30.7,    95.0,    17.0,    87.5,    30.7,    95.0,"(100 Polkadot x 6 = $600)","169LM1","FREX","169 ","F85","FutOnly"
"POLKADOT - LMX LABS LLC",250114,2025-01-14,169LM1,FREX,00,169 ,    1862,       0,       0,       0,       0,       0,       0,       0,    1451,       0,    1165,     289,       0,    1165,    1740,     697,     122,     550,       0,       0,       0,       0,       0,       0,       0,     541,       0,     468,      -9,       0,     468,     532,      82,      18,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   77.9,    0.0,   62.6,   15.5,    0.0,   62.6,   93.4,   37.4,    6.6,     32,      0,      0,      0,      0,      0,      0,      0,.,      0,     25,      5,      0,     25,      7,    16.1,    86.0,    28.9,    93.4,    16.1,    86.0,    28.9,    93.4,"(100 Polkadot x 6 = $600)","169LM1","FREX","169 ","F85","FutOnly"
"POLKADOT - LMX LABS LLC",250107,2025-01-07,169LM1,FREX,00,169 ,    1312,       0,       0,       0,       0,       0,       0,       0,     910,       0,     697,     298,       0,     697,    1208,     615,     104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   69.4,    0.0,   53.1,   22.7,    0.0,   53.1,   92.1,   46.9,    7.9,     24,      0,      0,      0,      0,      0,      0,      0,.,      0,     17,      5,      0,     17,      7,    21.3,    80.9,    34.6,    92.1,    21.3,    80.9,    34.6,    92.1,"(100 Polkadot x 6 = $600)","169LM1","FREX","169 ","F85","FutOnly"
"CHAINLINK - LMX LABS LLC",250121,2025-01-21,170LM1,FREX,00,170 ,    2198,       0,       0,       0,       0,       0,       0,       0,    1678,       0,    1151,     309,       0,    1151,    1987,    1047,     211,    -656,       0,       0,       0,       0,       0,       0,       0,    -507,       0,    -300,    -202,       0,    -300,    -709,    -356,      53,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   76.3,    0.0,   52.4,   14.1,    0.0,   52.4,   90.4,   47.6,    9.6,     32,      0,      0,      0,      0,      0,      0,      0,.,      0,     24,      6,      0,     24,      8,    13.6,    82.8,    24.8,    90.4,    13.6,    82.8,    24.8,    90.4,"(50 Chainlink x $15 = $750)","170LM1","FREX","170 ","F85","FutOnly"
"CHAINLINK - LMX LABS LLC",250114,2025-01-14,170LM1,FREX,00,170 ,    2854,       0,       0,       0,       0,       0,       0,       0,    2185,       0,    1451,     511,       0,    1451,    2696,    1403,     158,     406,       0,       0,       0,       0,       0,       0,       0,     256,       0,     161,     150,       0,     161,     406,     245,       0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   76.6,    0.0,   50.8,   17.9,    0.0,   50.8,   94.5,   49.2,    5.5,     43,      0,      0,      0,      0,      0,      0,      0,.,      0,     31,     10,      0,     31,     12,    10.5,    81.8,    19.5,    89.9,    10.5,    81.8,    19.5,    89.9,"(50 Chainlink x $15 = $750)","170LM1","FREX","170 ","F85","FutOnly"
"CHAINLINK - LMX LABS LLC",250107,2025-01-07,170LM1,FREX,00,170 ,    2448,       0,       0,       0,       0,       0,       0,       0,    1929,       0,    1290,     361,       0,    1290,    2290,    1158,     158,     480,       0,       0,       0,       0,       0,       0,       0,     306,       0,     320,     235,       0,     320,     541,     160,     -61,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   78.8,    0.0,   52.7,   14.7,    0.0,   52.7,   93.5,   47.3,    6.5,     38,      0,      0,      0,      0,      0,      0,      0,.,      0,     28,      8,      0,     28,     10,    12.2,    84.9,    22.3,    91.3,    12.2,    84.9,    22.3,    91.3,"(50 Chainlink x $15 = $750)","170LM1","FREX","170 ","F85","FutOnly"
"AVALANCHE - LMX LABS LLC",250121,2025-01-21,171LM1,FREX,00,171 ,    3034,       0,       0,       0,       0,       0,       0,       0,    2588,       0,    1928,     358,       0,    1928,    2946,    1106,      88,     388,       0,       0,       0,       0,       0,       0,       0,     382,       0,     220,     -18,       0,     220,     364,     168,      24,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   85.3,    0.0,   63.5,   11.8,    0.0,   63.5,   97.1,   36.5,    2.9,     38,      0,      0,      0,      0,      0,      0,      0,.,      0,     31,      6,      0,     31,      7,    17.9,    93.4,    31.2,    97.1,    17.9,    93.4,    31.2,    97.1,"(10 Avalanche x $30 = $300)","171LM1","FREX","171 ","F85","FutOnly"
